subclasse_codigo,secao,secao_denominacao,divisao,divisao_denominacao,grupo,grupo_denominacao,classe,classe_denominacao,subclasse,subclasse_denominacao
2399199,Seção,Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente,Divisão,FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,23.9,Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos,23.99-1,Fabricação de produtos de minerais não-metálicos não especificados anteriormente,2399-1/99,Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente
2411300,Seção,Produção de ferro-gusa,24,METALURGIA,24.1,Produção de ferro-gusa e de ferroligas,24.11-3,Produção de ferro-gusa,2411-3/00,Produção de ferro-gusa
2412100,Seção,Produção de ferroligas,24,METALURGIA,24.1,Produção de ferro-gusa e de ferroligas,24.12-1,Produção de ferroligas,2412-1/00,Produção de ferroligas
2421100,Seção,Produção de semi-acabados de aço,24,METALURGIA,24.2,Siderurgia,24.21-1,Produção de semi-acabados de aço,2421-1/00,Produção de semi-acabados de aço
2422901,Seção,"Produção de laminados planos de aço ao carbono, revestidos ou não",24,METALURGIA,24.2,Siderurgia,24.22-9,Produção de laminados planos de aço,2422-9/01,"Produção de laminados planos de aço ao carbono, revestidos ou não"
2422902,Seção,Produção de laminados planos de aços especiais,24,METALURGIA,24.2,Siderurgia,24.22-9,Produção de laminados planos de aço,2422-9/02,Produção de laminados planos de aços especiais
,Seção,Denominação,Divisão,METALURGIA,Grupo,Siderurgia,Classe,Produção de laminados planos de aço,Subclasse,
2423701,Seção,Produção de tubos de aço sem costura,Divisão,METALURGIA,Grupo,Siderurgia,24.23-7,Produção de laminados longos de aço,2423-7/01,Produção de tubos de aço sem costura
2423702,Seção,"Produção de laminados longos de aço, exceto tubos",Divisão,METALURGIA,Grupo,Siderurgia,24.23-7,Produção de laminados longos de aço,2423-7/02,"Produção de laminados longos de aço, exceto tubos"
2424501,Seção,Produção de arames de aço,Divisão,METALURGIA,Grupo,Siderurgia,24.24-5,"Produção de relaminados, trefilados e perfilados de aço",2424-5/01,Produção de arames de aço
2424502,Seção,"Produção de relaminados, trefilados e perfilados de aço, exceto arames",Divisão,METALURGIA,Grupo,Siderurgia,24.24-5,"Produção de relaminados, trefilados e perfilados de aço",2424-5/02,"Produção de relaminados, trefilados e perfilados de aço, exceto arames"
2431800,Seção,Produção de tubos de aço com costura,Divisão,METALURGIA,24.3,"Produção de tubos de aço, exceto tubos sem costura",24.31-8,Produção de tubos de aço com costura,2431-8/00,Produção de tubos de aço com costura
2439300,Seção,Produção de outros tubos de ferro e aço,Divisão,METALURGIA,24.3,"Produção de tubos de aço, exceto tubos sem costura",24.39-3,Produção de outros tubos de ferro e aço,2439-3/00,Produção de outros tubos de ferro e aço
2441501,Seção,Produção de alumínio e suas ligas em formas primárias,Divisão,METALURGIA,24.4,Metalurgia dos metais não-ferrosos,24.41-5,Metalurgia do alumínio e suas ligas,2441-5/01,Produção de alumínio e suas ligas em formas primárias
2441502,Seção,Produção de laminados de alumínio,Divisão,METALURGIA,24.4,Metalurgia dos metais não-ferrosos,24.41-5,Metalurgia do alumínio e suas ligas,2441-5/02,Produção de laminados de alumínio
2442300,Seção,Metalurgia dos metais preciosos,Divisão,METALURGIA,24.4,Metalurgia dos metais não-ferrosos,24.42-3,Metalurgia dos metais preciosos,2442-3/00,Metalurgia dos metais preciosos
2443100,Seção,Metalurgia do cobre,Divisão,METALURGIA,24.4,Metalurgia dos metais não-ferrosos,24.43-1,Metalurgia do cobre,2443-1/00,Metalurgia do cobre
2449101,Seção,Produção de zinco em formas primárias,Divisão,METALURGIA,24.4,Metalurgia dos metais não-ferrosos,24.49-1,Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente,2449-1/01,Produção de zinco em formas primárias
2449102,Seção,Produção de laminados de zinco,Divisão,METALURGIA,24.4,Metalurgia dos metais não-ferrosos,24.49-1,Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente,2449-1/02,Produção de laminados de zinco
2449103,Seção,Produção de soldas e ânodos para galvanoplastia,Divisão,METALURGIA,24.4,Metalurgia dos metais não-ferrosos,24.49-1,Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente,2449-1/03,Produção de soldas e ânodos para galvanoplastia
2449199,Seção,Metalurgia de outros metais não-ferrosos e suas ligas não especificados anteriormente,Divisão,METALURGIA,24.4,Metalurgia dos metais não-ferrosos,24.49-1,Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente,2449-1/99,Metalurgia de outros metais não-ferrosos e suas ligas não especificados anteriormente
2451200,Seção,Fundição de ferro e aço,Divisão,METALURGIA,24.5,Fundição,24.51-2,Fundição de ferro e aço,2451-2/00,Fundição de ferro e aço
2452100,Seção,Fundição de metais não-ferrosos e suas ligas,Divisão,METALURGIA,24.5,Fundição,24.52-1,Fundição de metais não-ferrosos e suas ligas,2452-1/00,Fundição de metais não-ferrosos e suas ligas
2511000,Seção,Fabricação de estruturas metálicas,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.1,Fabricação de estruturas metálicas e obras de caldeiraria pesada,25.11-0,Fabricação de estruturas metálicas,2511-0/00,Fabricação de estruturas metálicas
2512800,Seção,Fabricação de esquadrias de metal,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.1,Fabricação de estruturas metálicas e obras de caldeiraria pesada,25.12-8,Fabricação de esquadrias de metal,2512-8/00,Fabricação de esquadrias de metal
2513600,Seção,Fabricação de obras de caldeiraria pesada,25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.1,Fabricação de estruturas metálicas e obras de caldeiraria pesada,25.13-6,Fabricação de obras de caldeiraria pesada,2513-6/00,Fabricação de obras de caldeiraria pesada
2521700,Seção,"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central",25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.2,"Fabricação de tanques, reservatórios metálicos e caldeiras",25.21-7,"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central",2521-7/00,"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central"
2522500,Seção,"Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos",25,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.2,"Fabricação de tanques, reservatórios metálicos e caldeiras",25.22-5,"Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos",2522-5/00,"Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos"
,Seção,Denominação,Divisão,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",Grupo,"Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais",Classe,Produção de forjados de aço e de metais não-ferrosos e suas ligas,Subclasse,
2531401,Seção,Produção de forjados de aço,Divisão,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",Grupo,"Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais",Classe,Produção de forjados de aço e de metais não-ferrosos e suas ligas,2531-4/01,Produção de forjados de aço
2531402,Seção,Produção de forjados de metais não-ferrosos e suas ligas,Divisão,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",Grupo,"Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais",Classe,Produção de forjados de aço e de metais não-ferrosos e suas ligas,2531-4/02,Produção de forjados de metais não-ferrosos e suas ligas
2532201,Seção,Produção de artefatos estampados de metal,Divisão,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",Grupo,"Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais",25.32-2,Produção de artefatos estampados de metal; metalurgia do pó,2532-2/01,Produção de artefatos estampados de metal
2532202,Seção,Metalurgia do pó,Divisão,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",Grupo,"Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais",25.32-2,Produção de artefatos estampados de metal; metalurgia do pó,2532-2/02,Metalurgia do pó
2539000,Seção,"Serviços de usinagem, solda, tratamento e revestimento em metais",Divisão,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",Grupo,"Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais",25.39-0,"Serviços de usinagem, solda, tratamento e revestimento em metais",2539-0/00,"Serviços de usinagem, solda, tratamento e revestimento em metais"
2541100,Seção,Fabricação de artigos de cutelaria,Divisão,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.4,"Fabricação de artigos de cutelaria, de serralheria e ferramentas",25.41-1,Fabricação de artigos de cutelaria,2541-1/00,Fabricação de artigos de cutelaria
2542000,Seção,"Fabricação de artigos de serralheria, exceto esquadrias",Divisão,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.4,"Fabricação de artigos de cutelaria, de serralheria e ferramentas",25.42-0,"Fabricação de artigos de serralheria, exceto esquadrias",2542-0/00,"Fabricação de artigos de serralheria, exceto esquadrias"
2543800,Seção,Fabricação de ferramentas,Divisão,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.4,"Fabricação de artigos de cutelaria, de serralheria e ferramentas",25.43-8,Fabricação de ferramentas,2543-8/00,Fabricação de ferramentas
2550101,Seção,"Fabricação de equipamento bélico pesado, exceto veículos militares de combate",Divisão,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.5,"Fabricação de equipamento bélico pesado, armas de fogo e munições",25.50-1,"Fabricação de equipamento bélico pesado, armas de fogo e munições",2550-1/01,"Fabricação de equipamento bélico pesado, exceto veículos militares de combate"
2550102,Seção,Fabricação de armas de fogo e munições,Divisão,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.5,"Fabricação de equipamento bélico pesado, armas de fogo e munições",25.50-1,"Fabricação de equipamento bélico pesado, armas de fogo e munições",2550-1/02,Fabricação de armas de fogo e munições
2591800,Seção,Fabricação de embalagens metálicas,Divisão,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.9,Fabricação de produtos de metal não especificados anteriormente,25.91-8,Fabricação de embalagens metálicas,2591-8/00,Fabricação de embalagens metálicas
2592601,Seção,Fabricação de produtos de trefilados de metal padronizados,Divisão,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.9,Fabricação de produtos de metal não especificados anteriormente,25.92-6,Fabricação de produtos de trefilados de metal,2592-6/01,Fabricação de produtos de trefilados de metal padronizados
2592602,Seção,"Fabricação de produtos de trefilados de metal, exceto padronizados",Divisão,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.9,Fabricação de produtos de metal não especificados anteriormente,25.92-6,Fabricação de produtos de trefilados de metal,2592-6/02,"Fabricação de produtos de trefilados de metal, exceto padronizados"
2593400,Seção,Fabricação de artigos de metal para uso doméstico e pessoal,Divisão,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.9,Fabricação de produtos de metal não especificados anteriormente,25.93-4,Fabricação de artigos de metal para uso doméstico e pessoal,2593-4/00,Fabricação de artigos de metal para uso doméstico e pessoal
2599301,Seção,Serviços de confecção de armações metálicas para a construção,Divisão,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.9,Fabricação de produtos de metal não especificados anteriormente,25.99-3,Fabricação de produtos de metal não especificados anteriormente,2599-3/01,Serviços de confecção de armações metálicas para a construção
2599399,Seção,Fabricação de outros produtos de metal não especificados anteriormente,Divisão,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",25.9,Fabricação de produtos de metal não especificados anteriormente,25.99-3,Fabricação de produtos de metal não especificados anteriormente,2599-3/99,Fabricação de outros produtos de metal não especificados anteriormente
2610800,Seção,Fabricação de componentes eletrônicos,26,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.1,Fabricação de componentes eletrônicos,26.10-8,Fabricação de componentes eletrônicos,2610-8/00,Fabricação de componentes eletrônicos
2621300,Seção,Fabricação de equipamentos de informática,26,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.2,Fabricação de equipamentos de informática e periféricos,26.21-3,Fabricação de equipamentos de informática,2621-3/00,Fabricação de equipamentos de informática
2622100,Seção,Fabricação de periféricos para equipamentos de informática,26,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.2,Fabricação de equipamentos de informática e periféricos,26.22-1,Fabricação de periféricos para equipamentos de informática,2622-1/00,Fabricação de periféricos para equipamentos de informática
2631100,Seção,"Fabricação de equipamentos transmissores de comunicação, peças e acessórios",26,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.3,Fabricação de equipamentos de comunicação,26.31-1,Fabricação de equipamentos transmissores de comunicação,2631-1/00,"Fabricação de equipamentos transmissores de comunicação, peças e acessórios"
,Seção,Denominação,Divisão,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",Grupo,Fabricação de equipamentos de comunicação,Classe,Fabricação de equipamentos transmissores de comunicação,Subclasse,
2632900,Seção,"Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios",Divisão,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",Grupo,Fabricação de equipamentos de comunicação,26.32-9,Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação,2632-9/00,"Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios"
2640000,Seção,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",Divisão,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.4,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",26.40-0,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",2640-0/00,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo"
2651500,Seção,"Fabricação de aparelhos e equipamentos de medida, teste e controle",Divisão,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.5,"Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios",26.51-5,"Fabricação de aparelhos e equipamentos de medida, teste e controle",2651-5/00,"Fabricação de aparelhos e equipamentos de medida, teste e controle"
2652300,Seção,Fabricação de cronômetros e relógios,Divisão,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.5,"Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios",26.52-3,Fabricação de cronômetros e relógios,2652-3/00,Fabricação de cronômetros e relógios
2660400,Seção,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,Divisão,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.6,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,26.60-4,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,2660-4/00,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação
2670101,Seção,"Fabricação de equipamentos e instrumentos ópticos, peças e acessórios",Divisão,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.7,"Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",26.70-1,"Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",2670-1/01,"Fabricação de equipamentos e instrumentos ópticos, peças e acessórios"
2670102,Seção,"Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios",Divisão,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.7,"Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",26.70-1,"Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",2670-1/02,"Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios"
2680900,Seção,"Fabricação de mídias virgens, magnéticas e ópticas",Divisão,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",26.8,"Fabricação de mídias virgens, magnéticas e ópticas",26.80-9,"Fabricação de mídias virgens, magnéticas e ópticas",2680-9/00,"Fabricação de mídias virgens, magnéticas e ópticas"
2710401,Seção,"Fabricação de geradores de corrente contínua e alternada, peças e acessórios",27,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27.1,"Fabricação de geradores, transformadores e motores elétricos",27.10-4,"Fabricação de geradores, transformadores e motores elétricos",2710-4/01,"Fabricação de geradores de corrente contínua e alternada, peças e acessórios"
2710402,Seção,"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios",27,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27.1,"Fabricação de geradores, transformadores e motores elétricos",27.10-4,"Fabricação de geradores, transformadores e motores elétricos",2710-4/02,"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios"
2710403,Seção,"Fabricação de motores elétricos, peças e acessórios",27,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27.1,"Fabricação de geradores, transformadores e motores elétricos",27.10-4,"Fabricação de geradores, transformadores e motores elétricos",2710-4/03,"Fabricação de motores elétricos, peças e acessórios"
2721000,Seção,"Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores",27,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27.2,"Fabricação de pilhas, baterias e acumuladores elétricos",27.21-0,"Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores",2721-0/00,"Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores"
2722801,Seção,Fabricação de baterias e acumuladores para veículos automotores,27,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27.2,"Fabricação de pilhas, baterias e acumuladores elétricos",27.22-8,Fabricação de baterias e acumuladores para veículos automotores,2722-8/01,Fabricação de baterias e acumuladores para veículos automotores
,Seção,Denominação,Divisão,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",Grupo,"Fabricação de pilhas, baterias e acumuladores elétricos",Classe,Fabricação de baterias e acumuladores para veículos automotores,Subclasse,
2722802,Seção,Recondicionamento de baterias e acumuladores para veículos automotores,Divisão,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",Grupo,"Fabricação de pilhas, baterias e acumuladores elétricos",Classe,Fabricação de baterias e acumuladores para veículos automotores,2722-8/02,Recondicionamento de baterias e acumuladores para veículos automotores
2731700,Seção,Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica,Divisão,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27.3,Fabricação de equipamentos para distribuição e controle de energia elétrica,27.31-7,Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica,2731-7/00,Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica
2732500,Seção,Fabricação de material elétrico para instalações em circuito de consumo,Divisão,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27.3,Fabricação de equipamentos para distribuição e controle de energia elétrica,27.32-5,Fabricação de material elétrico para instalações em circuito de consumo,2732-5/00,Fabricação de material elétrico para instalações em circuito de consumo
2733300,Seção,"Fabricação de fios, cabos e condutores elétricos isolados",Divisão,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27.3,Fabricação de equipamentos para distribuição e controle de energia elétrica,27.33-3,"Fabricação de fios, cabos e condutores elétricos isolados",2733-3/00,"Fabricação de fios, cabos e condutores elétricos isolados"
2740601,Seção,Fabricação de lâmpadas,Divisão,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27.4,Fabricação de lâmpadas e outros equipamentos de iluminação,27.40-6,Fabricação de lâmpadas e outros equipamentos de iluminação,2740-6/01,Fabricação de lâmpadas
2740602,Seção,Fabricação de luminárias e outros equipamentos de iluminação,Divisão,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27.4,Fabricação de lâmpadas e outros equipamentos de iluminação,27.40-6,Fabricação de lâmpadas e outros equipamentos de iluminação,2740-6/02,Fabricação de luminárias e outros equipamentos de iluminação
2751100,Seção,"Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios",Divisão,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27.5,Fabricação de eletrodomésticos,27.51-1,"Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico",2751-1/00,"Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios"
2759701,Seção,"Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios",Divisão,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27.5,Fabricação de eletrodomésticos,27.59-7,Fabricação de aparelhos eletrodomésticos não especificados anteriormente,2759-7/01,"Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios"
2759799,Seção,"Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios",Divisão,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27.5,Fabricação de eletrodomésticos,27.59-7,Fabricação de aparelhos eletrodomésticos não especificados anteriormente,2759-7/99,"Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios"
2790201,Seção,"Fabricação de eletrodos, contatos e outros artigos de carvão e grafita para uso elétrico, eletroímãs e isoladores",Divisão,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27.9,Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,27.90-2,Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,2790-2/01,"Fabricação de eletrodos, contatos e outros artigos de carvão e grafita para uso elétrico, eletroímãs e isoladores"
2790202,Seção,Fabricação de equipamentos para sinalização e alarme,Divisão,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27.9,Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,27.90-2,Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,2790-2/02,Fabricação de equipamentos para sinalização e alarme
2790299,Seção,Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente,Divisão,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",27.9,Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,27.90-2,Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,2790-2/99,Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente
2811900,Seção,"Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários",28,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.1,"Fabricação de motores, bombas, compressores e equipamentos de transmissão",28.11-9,"Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários",2811-9/00,"Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários"
2812700,Seção,"Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas",28,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.1,"Fabricação de motores, bombas, compressores e equipamentos de transmissão",28.12-7,"Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas",2812-7/00,"Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas"
2813500,Seção,"Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios",28,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.1,"Fabricação de motores, bombas, compressores e equipamentos de transmissão",28.13-5,"Fabricação de válvulas, registros e dispositivos semelhantes",2813-5/00,"Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios"
,Seção,Denominação,Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Grupo,"Fabricação de motores, bombas, compressores e equipamentos de transmissão",Classe,Fabricação de compressores,Subclasse,
2814301,Seção,"Fabricação de compressores para uso industrial, peças e acessórios",Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Grupo,"Fabricação de motores, bombas, compressores e equipamentos de transmissão",Classe,Fabricação de compressores,2814-3/01,"Fabricação de compressores para uso industrial, peças e acessórios"
2814302,Seção,"Fabricação de compressores para uso não-industrial, peças e acessórios",Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Grupo,"Fabricação de motores, bombas, compressores e equipamentos de transmissão",Classe,Fabricação de compressores,2814-3/02,"Fabricação de compressores para uso não-industrial, peças e acessórios"
2815101,Seção,Fabricação de rolamentos para fins industriais,Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Grupo,"Fabricação de motores, bombas, compressores e equipamentos de transmissão",28.15-1,Fabricação de equipamentos de transmissão para fins industriais,2815-1/01,Fabricação de rolamentos para fins industriais
2815102,Seção,"Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos",Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,Grupo,"Fabricação de motores, bombas, compressores e equipamentos de transmissão",28.15-1,Fabricação de equipamentos de transmissão para fins industriais,2815-1/02,"Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos"
2821601,Seção,"Fabricação de fornos industriais, aparelhos e equipamentos não-elétricos para instalações térmicas, peças e acessórios",Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.2,Fabricação de máquinas e equipamentos de uso geral,28.21-6,Fabricação de aparelhos e equipamentos para instalações térmicas,2821-6/01,"Fabricação de fornos industriais, aparelhos e equipamentos não-elétricos para instalações térmicas, peças e acessórios"
2821602,Seção,"Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios",Divisão,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,28.2,Fabricação de máquinas e equipamentos de uso geral,28.21-6,Fabricação de aparelhos e equipamentos para instalações térmicas,2821-6/02,"Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios"
