subclasse_codigo,secao,secao_denominacao,divisao,divisao_denominacao,grupo,grupo_denominacao,classe,classe_denominacao,subclasse,subclasse_denominacao
4621400,Seção,Comércio atacadista de café em grão,Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.2,Comércio atacadista de matérias-primas agrícolas e animais vivos,46.21-4,Comércio atacadista de café em grão,4621-4/00,Comércio atacadista de café em grão
4622200,Seção,Comércio atacadista de soja,Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.2,Comércio atacadista de matérias-primas agrícolas e animais vivos,46.22-2,Comércio atacadista de soja,4622-2/00,Comércio atacadista de soja
4623101,Seção,Comércio atacadista de animais vivos,Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.2,Comércio atacadista de matérias-primas agrícolas e animais vivos,46.23-1,"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja",4623-1/01,Comércio atacadista de animais vivos
4623102,Seção,"Comércio atacadista de couros, lãs, peles e outros subprodutos não-comestíveis de origem animal",Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.2,Comércio atacadista de matérias-primas agrícolas e animais vivos,46.23-1,"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja",4623-1/02,"Comércio atacadista de couros, lãs, peles e outros subprodutos não-comestíveis de origem animal"
4623103,Seção,Comércio atacadista de algodão,Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.2,Comércio atacadista de matérias-primas agrícolas e animais vivos,46.23-1,"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja",4623-1/03,Comércio atacadista de algodão
4623104,Seção,Comércio atacadista de fumo em folha não beneficiado,Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.2,Comércio atacadista de matérias-primas agrícolas e animais vivos,46.23-1,"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja",4623-1/04,Comércio atacadista de fumo em folha não beneficiado
4623105,Seção,Comércio atacadista de cacau,Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.2,Comércio atacadista de matérias-primas agrícolas e animais vivos,46.23-1,"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja",4623-1/05,Comércio atacadista de cacau
4623106,Seção,"Comércio atacadista de sementes, flores, plantas e gramas",Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.2,Comércio atacadista de matérias-primas agrícolas e animais vivos,46.23-1,"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja",4623-1/06,"Comércio atacadista de sementes, flores, plantas e gramas"
4623107,Seção,Comércio atacadista de sisal,Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.2,Comércio atacadista de matérias-primas agrícolas e animais vivos,46.23-1,"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja",4623-1/07,Comércio atacadista de sisal
4623108,Seção,Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada,Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.2,Comércio atacadista de matérias-primas agrícolas e animais vivos,46.23-1,"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja",4623-1/08,Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada
4623109,Seção,Comércio atacadista de alimentos para animais,Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.2,Comércio atacadista de matérias-primas agrícolas e animais vivos,46.23-1,"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja",4623-1/09,Comércio atacadista de alimentos para animais
,Seção,Denominação,Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Grupo,Comércio atacadista de matérias-primas agrícolas e animais vivos,Classe,"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja",Subclasse,
4623199,Seção,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",Grupo,Comércio atacadista de matérias-primas agrícolas e animais vivos,Classe,"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja",4623-1/99,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente
4631100,Seção,Comércio atacadista de leite e laticínios,Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.3,"Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",46.31-1,Comércio atacadista de leite e laticínios,4631-1/00,Comércio atacadista de leite e laticínios
4632001,Seção,Comércio atacadista de cereais e leguminosas beneficiados,Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.3,"Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",46.32-0,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas",4632-0/01,Comércio atacadista de cereais e leguminosas beneficiados
4632002,Seção,"Comércio atacadista de farinhas, amidos e féculas",Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.3,"Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",46.32-0,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas",4632-0/02,"Comércio atacadista de farinhas, amidos e féculas"
4632003,Seção,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada",Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.3,"Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",46.32-0,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas",4632-0/03,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada"
4633801,Seção,"Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos",Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.3,"Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",46.33-8,Comércio atacadista de hortifrutigranjeiros,4633-8/01,"Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos"
4633802,Seção,Comércio atacadista de aves vivas e ovos,Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.3,"Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",46.33-8,Comércio atacadista de hortifrutigranjeiros,4633-8/02,Comércio atacadista de aves vivas e ovos
4633803,Seção,Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação,Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.3,"Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",46.33-8,Comércio atacadista de hortifrutigranjeiros,4633-8/03,Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação
4634601,Seção,Comércio atacadista de carnes bovinas e suínas e derivados,Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.3,"Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",46.34-6,"Comércio atacadista de carnes, produtos da carne e pescado",4634-6/01,Comércio atacadista de carnes bovinas e suínas e derivados
4634602,Seção,Comércio atacadista de aves abatidas e derivados,Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.3,"Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",46.34-6,"Comércio atacadista de carnes, produtos da carne e pescado",4634-6/02,Comércio atacadista de aves abatidas e derivados
4634603,Seção,Comércio atacadista de pescados e frutos do mar,Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.3,"Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",46.34-6,"Comércio atacadista de carnes, produtos da carne e pescado",4634-6/03,Comércio atacadista de pescados e frutos do mar
4634699,Seção,Comércio atacadista de carnes e derivados de outros animais,Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.3,"Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",46.34-6,"Comércio atacadista de carnes, produtos da carne e pescado",4634-6/99,Comércio atacadista de carnes e derivados de outros animais
4635401,Seção,Comércio atacadista de água mineral,Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.3,"Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",46.35-4,Comércio atacadista de bebidas,4635-4/01,Comércio atacadista de água mineral
4635402,Seção,"Comércio atacadista de cerveja, chope e refrigerante",Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.3,"Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",46.35-4,Comércio atacadista de bebidas,4635-4/02,"Comércio atacadista de cerveja, chope e refrigerante"
4635403,Seção,Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada,Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.3,"Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",46.35-4,Comércio atacadista de bebidas,4635-4/03,Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada
4635499,Seção,Comércio atacadista de bebidas não especificadas anteriormente,Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.3,"Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",46.35-4,Comércio atacadista de bebidas,4635-4/99,Comércio atacadista de bebidas não especificadas anteriormente
4636201,Seção,Comércio atacadista de fumo beneficiado,Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.3,"Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",46.36-2,Comércio atacadista de produtos do fumo,4636-2/01,Comércio atacadista de fumo beneficiado
4636202,Seção,"Comércio atacadista de cigarros, cigarrilhas e charutos",Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.3,"Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",46.36-2,Comércio atacadista de produtos do fumo,4636-2/02,"Comércio atacadista de cigarros, cigarrilhas e charutos"
4637101,Seção,"Comércio atacadista de café torrado, moído e solúvel",Divisão,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",46.3,"Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",46.37-1,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,4637-1/01,"Comércio atacadista de café torrado, moído e solúvel"
